Country Code,Country Name,Series Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
MUS,Mauritius,"Literacy rate, adult female (% of females ages 15 and above)",74.66088867,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.50003052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.65807343,88.97934723,89.05094147,90.28331757,90.65402222,NA
MEX,Mexico,"Literacy rate, adult female (% of females ages 15 and above)",84.95590973,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.68203735,NA,88.72863007,NA,89.63101959,90.21041107,89.8345108,91.35555267,91.45361328,92.11624908,91.85341644,92.33827972,93.17923737,92.90393829,93.59133911,93.48549652,NA
FSM,"Micronesia, Fed. Sts.","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEA,Middle East & North Africa,"Literacy rate, adult female (% of females ages 15 and above)",45.48371,46.95148,48.13975,48.68968,49.99348,51.85738,53.70895,54.69597,56.1491,57.5111,58.83347,60.12303,60.62524,63.81289,65.08784,59.35158,65.90191,66.47235,67.28407,67.49822,68.6362,69.41557,69.92336,70.53463,71.02756,72.05871,72.59493
MNA,Middle East & North Africa (excluding high income),"Literacy rate, adult female (% of females ages 15 and above)",43.13912,44.63309,45.80018,46.36602,47.69199,49.64693,51.5714,52.53989,53.98658,55.37363,56.68733,58.03631,58.41771,61.76956,63.02294,56.54702,63.73445,64.23497,64.97183,65.08831,66.22887,66.4356,66.92492,67.47927,67.98762,69.13416,69.68806
TMN,Middle East & North Africa (IDA & IBRD),"Literacy rate, adult female (% of females ages 15 and above)",42.85731,44.36077,45.53439,46.09114,47.41492,49.37379,51.30295,52.28736,53.71514,55.10402,56.4203,57.77353,58.13933,61.51816,62.78517,56.23411,63.4836,63.97922,64.72341,64.82106,65.96408,66.1637,66.64299,67.19178,67.69725,68.84664,69.39838
MIC,Middle income,"Literacy rate, adult female (% of females ages 15 and above)",62.69855,63.71229,64.35988,64.97127,65.6293,66.30218,67.00517,70.71172,72.29255,72.84361,73.15744,73.61655,74.21225,74.94067,75.59703,75.15302,76.03325,76.7763,77.39076,77.93128,78.97214,79.13664,80.01646,80.28632,80.85309,81.21275,81.61848
MDA,Moldova,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.49230194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.92424774,NA,NA,NA,NA
MCO,Monaco,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNG,Mongolia,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.52880096,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.33663177,NA,NA,NA,NA,NA,NA
MNE,Montenegro,"Literacy rate, adult female (% of females ages 15 and above)",NA,97.77604675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.31887054,NA,NA,NA,NA,NA,NA,NA,97.50051117,NA,NA,NA,NA,NA
MAR,Morocco,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,28.72542,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.61956024,NA,NA,NA,42.58784866,43.92108154,NA,57.63999176,59.13063812,NA,NA,NA,NA
MOZ,Mozambique,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,24.96419907,NA,NA,NA,NA,NA,33.19395828,NA,NA,NA,NA,NA,36.45227814,NA,NA,NA,NA,NA,NA,NA
MMR,Myanmar,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.41517639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.84699249
NAM,Namibia,"Literacy rate, adult female (% of females ages 15 and above)",NA,73.98660278,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.54032135,NA,NA,NA,NA,NA,78.35098267,NA,NA,NA,87.95105743,NA,NA,NA,NA,NA
NRU,Nauru,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NPL,Nepal,"Literacy rate, adult female (% of females ages 15 and above)",NA,17.38179016,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.88676071,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.83758926,NA,NA,NA,NA,NA
NLD,Netherlands,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCL,New Caledonia,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZL,New Zealand,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NIC,Nicaragua,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.60166168,NA,NA,NA,77.91603851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NER,Niger,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.399350166,NA,NA,NA,15.08413982,NA,NA,NA,NA,NA,NA,8.939740181,NA,NA,NA,NA
NGA,Nigeria,"Literacy rate, adult female (% of females ages 15 and above)",NA,43.72919846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.32204819,NA,NA,NA,NA,41.38676071,NA,NA,NA,NA,NA,NA,NA,NA
NAC,North America,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNP,Northern Mariana Islands,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOR,Norway,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OED,OECD members,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMN,Oman,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.53170776,NA,NA,NA,NA,80.87226105,NA,81.80323029,NA,NA,NA,88.92669678,86.03720856,NA
OSS,Other small states,"Literacy rate, adult female (% of females ages 15 and above)",70.2139,70.66909,71.10342,71.78202,71.85899,72.25851,72.91955,73.51969,74.30502,74.9229,74.97278,75.47278,76.25575,76.96827,77.41529,77.98176,77.72602,76.91753,78.13259,77.39334,77.701,78.29329,78.83495,79.30636,79.67104,80.15194,80.44206
PSS,Pacific island small states,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK,Pakistan,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,29.04384041,NA,NA,NA,NA,NA,NA,35.36751938,39.61323166,NA,40.08118057,40.31462097,41.01552963,41.97539139,43.07189178,41.97494125,44.28342056,NA,NA
PLW,Palau,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.52793884,NA,96.34014893,NA
PAN,Panama,"Literacy rate, adult female (% of females ages 15 and above)",88.21485138,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.24717712,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.48526001,NA,NA,NA,NA,NA,NA
PNG,Papua New Guinea,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.91773987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRY,Paraguay,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,88.55870819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.45326996,92.49443054,93.14401245,92.9257431,NA,NA,NA,93.73455048,94.34246063,NA
PER,Peru,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,81.65875244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.06262207,82.45436859,83.45487213,84.6468811,NA,NA,NA,NA,90.66883087,NA,90.4491806,91.24652863,91.18852997
PHL,Philippines,"Literacy rate, adult female (% of females ages 15 and above)",93.18071747,NA,NA,NA,94.53865051,NA,NA,NA,NA,NA,92.65490723,NA,NA,93.56452942,NA,NA,NA,NA,95.82563019,NA,NA,NA,NA,96.78736115,NA,NA,NA
POL,Poland,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRT,Portugal,"Literacy rate, adult female (% of females ages 15 and above)",NA,84.65821075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.86077118,NA,NA,NA,NA,NA
PST,Post-demographic dividend,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRE,Pre-demographic dividend,"Literacy rate, adult female (% of females ages 15 and above)",39.13431,40.15267,40.10763,40.79485,41.50478,42.10739,43.02245,44.18038,44.86806,45.84693,44.05978,45.03899,45.81603,46.58985,47.63035,47.29367,46.68596,45.67542,45.17417,44.81046,45.4385,47.67761,48.89874,49.26272,50.36524,51.1518,52.25361
PRI,Puerto Rico,"Literacy rate, adult female (% of females ages 15 and above)",89.73095703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.53015137,NA,NA,NA,NA,NA,NA
QAT,Qatar,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,80.8886795,NA,NA,NA,NA,NA,NA,88.60922241,NA,NA,90.43611908,92.66381836,92.91017914,95.4018631,95.56330109,95.77407837,97.07314301,97.55827332,NA,NA
ROU,Romania,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,94.9826889,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.26631927,NA,NA,NA,NA,NA,NA,NA,NA,98.20520782,NA,NA,NA,NA,NA
RUS,Russian Federation,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.22836304,NA,NA,NA,NA,NA,NA,NA,99.64778137,NA,NA,NA,NA,NA,NA
RWA,Rwanda,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.75033951,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.54861069,NA,64.66448975,NA,NA,NA,NA
WSM,Samoa,"Literacy rate, adult female (% of females ages 15 and above)",NA,97.42173767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.06952667,NA,NA,NA,NA,NA
SMR,San Marino,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STP,Sao Tome and Principe,"Literacy rate, adult female (% of females ages 15 and above)",NA,61.92047882,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.94922638,NA,NA,NA,NA,NA,NA,60.0830307,NA,NA,NA,85.4417038,NA,NA,NA,NA
SAU,Saudi Arabia,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,57.27783966,NA,NA,NA,NA,NA,NA,NA,69.2911911,NA,NA,NA,76.3351593,NA,NA,NA,NA,NA,NA,NA,NA,91.36924744,NA,NA,NA
SEN,Senegal,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.24733925,NA,NA,NA,32.98757935,NA,NA,38.66624832,NA,40.42491913,NA,33.59659958,NA,NA,NA
SRB,Serbia,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.74910736,NA,NA,NA,NA,98.22827911
SYC,Seychelles,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,88.58660126,NA,NA,NA,NA,NA,NA,NA,92.2589798,NA,NA,NA,NA,NA,NA,NA,94.44898224,NA,NA,NA,NA,NA,NA
SLE,Sierra Leone,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.15892982,NA,NA,NA,NA,NA,NA,NA,NA,24.85667992,NA,NA,NA
SGP,Singapore,"Literacy rate, adult female (% of females ages 15 and above)",83.02684784,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.64517975,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.77481079,94.06839752,94.35958862,94.64199066,94.91132355,95.19065094,95.44789124
SXM,Sint Maarten (Dutch part),"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,Slovak Republic,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVN,Slovenia,"Literacy rate, adult female (% of females ages 15 and above)",NA,99.45375061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SST,Small states,"Literacy rate, adult female (% of females ages 15 and above)",75.37547,75.65487,75.93214,76.38279,76.4199,76.73698,77.23588,77.69129,78.27451,78.63701,78.81144,79.20318,79.78874,80.32085,80.66878,81.09113,80.92453,80.4527,81.33137,80.80872,81.00676,81.40965,81.73062,81.9703,82.22147,82.5705,82.7758
SLB,Solomon Islands,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,Somalia,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZAF,South Africa,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,80.92862701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.04309845,NA,91.76815796,91.71398926,92.04788971,92.58625031,NA,93.07305908,93.40802765,NA
SAS,South Asia,"Literacy rate, adult female (% of females ages 15 and above)",31.7251,32.41874,33.5174,34.43905,35.37538,36.33735,37.31982,38.31123,42.90165,43.91794,44.9537,45.73594,47.00509,47.88184,48.91672,48.10847,49.36353,50.06605,51.53188,52.55712,55.60068,56.11129,58.57924,59.34724,60.44465,61.19333,62.21454
TSA,South Asia (IDA & IBRD),"Literacy rate, adult female (% of females ages 15 and above)",31.7251,32.41874,33.5174,34.43905,35.37538,36.33735,37.31982,38.31123,42.90165,43.91794,44.9537,45.73594,47.00509,47.88184,48.91672,48.10847,49.36353,50.06605,51.53188,52.55712,55.60068,56.11129,58.57924,59.34724,60.44465,61.19333,62.21454
SSD,South Sudan,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.18638039,NA,NA,NA,NA,NA,NA,NA,NA
ESP,Spain,"Literacy rate, adult female (% of females ages 15 and above)",NA,95.0510025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.23088074,96.92514801,NA,97.26032257,96.88684082,96.92597198,97.00450134,97.06556702,97.21804047,97.4405365,97.48735046,97.54712677,97.69535828
LKA,Sri Lanka,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.13575745,NA,NA,NA,NA,89.09134674,NA,89.07347107,NA,89.9586792,NA,NA,NA,NA,NA,NA
KNA,St. Kitts and Nevis,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCA,St. Lucia,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAF,St. Martin (French part),"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCT,St. Vincent and the Grenadines,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSF,Sub-Saharan Africa,"Literacy rate, adult female (% of females ages 15 and above)",41.68775,42.46119,42.70274,43.40026,44.2983,44.80752,45.62927,46.75113,47.44389,48.3648,46.98683,47.96056,48.00453,48.74429,50.28788,49.56174,49.18161,49.20675,48.90676,50.07649,50.66965,52.61507,53.81367,54.35997,55.31948,56.10308,57.10909
SSA,Sub-Saharan Africa (excluding high income),"Literacy rate, adult female (% of females ages 15 and above)",41.68029,42.45376,42.69533,43.3929,44.2911,44.80029,45.62216,46.7442,47.43706,48.3581,46.97986,47.95364,47.99757,48.73733,50.28113,49.55488,49.17476,49.19999,48.90009,50.07008,50.66345,52.60921,53.80806,54.35452,55.31425,56.09804,57.10427
TSS,Sub-Saharan Africa (IDA & IBRD),"Literacy rate, adult female (% of females ages 15 and above)",41.68775,42.46119,42.70274,43.40026,44.2983,44.80752,45.62927,46.75113,47.44389,48.3648,46.98683,47.96056,48.00453,48.74429,50.28788,49.56174,49.18161,49.20675,48.90676,50.07649,50.66965,52.61507,53.81367,54.35997,55.31948,56.10308,57.10909
SDN,Sudan,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.14640045,NA,NA,NA,NA,NA,NA,NA,46.69963074,NA,NA,NA,NA,NA,NA,NA,NA
SUR,Suriname,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.1974411,NA,NA,NA,93.76537323,NA,94.00354004,NA,90.99790955,NA,NA,NA,NA
SWZ,Swaziland,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.32875061,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.44754791,NA,NA,NA,NA,NA,NA
SWE,Sweden,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE,Switzerland,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR,Syrian Arab Republic,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.24044037,NA,73.6265564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TJK,Tajikistan,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.22122955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TZA,Tanzania,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.17232132,NA,NA,NA,NA,NA,NA,NA,60.7526207,NA,73.34718323,NA,NA,73.09382629,NA
THA,Thailand,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.51602173,NA,NA,NA,NA,91.52957153,NA,NA,NA,NA,96.42704773,NA,NA,92.24916077,NA,91.19193268,NA
TLS,Timor-Leste,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,42.5,NA,NA,52.95899963,NA,NA,NA,NA,NA,NA
TGO,Togo,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.45328903,NA,NA,NA,NA,NA,44.37662888,NA,NA,43.60689926,NA,47.97739029,NA,NA,NA,51.24177933,NA
TON,Tonga,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,98.97554779,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.0825119,NA,NA,NA,NA,99.43421936,NA,NA,NA,NA,NA
TTO,Trinidad and Tobago,"Literacy rate, adult female (% of females ages 15 and above)",95.66178894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUN,Tunisia,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.34786224,NA,NA,68.50937653,70.96417999,NA,71.08821106,71.729599,72.16065216,NA,72.22377014,NA,NA
TUR,Turkey,"Literacy rate, adult female (% of females ages 15 and above)",68.51966095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.58168793,80.5489502,80.38516235,81.26383209,NA,85.34716034,88.07317352,90.31009674,91.60452271,92.13807678,92.40181732,92.64581299,NA
TKM,Turkmenistan,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,98.26177216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,Turks and Caicos Islands,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TUV,Tuvalu,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UGA,Uganda,"Literacy rate, adult female (% of females ages 15 and above)",NA,44.82669067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.90988159,NA,NA,NA,62.07897186,NA,NA,NA,64.59145355,NA,61.97042847,NA,NA,NA,NA
UKR,Ukraine,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.17156982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.95819855,NA,NA,NA,NA
ARE,United Arab Emirates,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4747467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBR,United Kingdom,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,United States,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UMC,Upper middle income,"Literacy rate, adult female (% of females ages 15 and above)",74.99982,76.32553,76.94707,77.56635,78.15472,78.81074,79.42112,85.73303,86.26877,86.70973,87.16734,87.5345,87.81913,88.48376,89.0279,89.45838,89.70285,91.00119,91.3227,91.76984,91.88748,92.31607,92.50704,92.57711,92.84863,93.14722,93.37568
URY,Uruguay,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,97.27095795,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.08435822,98.2419281,98.46366119,98.53372192,98.49095154,98.61907959,98.66055298,98.63642883,98.80905151,98.86746216,NA
UZB,Uzbekistan,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.13858032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9958725,99.9759903,99.97576904,NA
VUT,Vanuatu,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,"Venezuela, RB","Literacy rate, adult female (% of females ages 15 and above)",89.00485229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.71598053,NA,NA,NA,NA,NA,94.92964172,NA,95.35040283,NA,95.02887726,NA,NA,NA,96.56006622,97.21370697
VNM,Vietnam,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,86.92008209,86.61010742,NA,NA,NA,NA,NA,NA,NA,NA,91.37908936,NA,NA,NA,NA,NA,NA,NA
VIR,Virgin Islands (U.S.),"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSE,West Bank and Gaza,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA,NA,NA,79.72662354,NA,NA,NA,NA,NA,NA,87.95173645,NA,89.75700378,90.46517944,90.09906006,91.70452881,92.17279816,92.61618042,93.56537628,94.126091,94.4072876,94.8537674,95.20790863
